1736458893.395820 server started (3409348): version 3.4, socket /tmp/tmux-208764/default, protocol 8
1736458893.395843 on Linux 6.8.0-47-generic #47-Ubuntu SMP PREEMPT_DYNAMIC Fri Sep 27 21:40:26 UTC 2024
1736458893.395850 using libevent 2.1.12-stable poll
1736458893.395853 using ncurses 6.4 20240113
1736458893.468234 format_expand1: found #{}: E:window-status-current-style
1736458893.468237 format_replace: modifier 0 is E
1736458893.468240 format_replace: format 'window-status-current-style' found: default
1736458893.468243 format_expand1: expanding format: default
1736458893.468246 format_expand1: result is: default
1736458893.468248 format_replace: replaced 'E:window-status-current-style' with 'default'
1736458893.468251 format_expand1: result is: default
1736458893.468253 format_expand1: expanding format: default
1736458893.468256 format_expand1: result is: default
1736458893.468258 format_replace: compare != left is: default
1736458893.468261 format_replace: compare != right is: default
1736458893.468264 format_replace: replaced '!=:#{E:window-status-current-style},default' with '0'
1736458893.468266 format_expand1: result is: 0
1736458893.468270 format_replace: condition '#{!=:#{E:window-status-current-style},default}' is false
1736458893.468272 format_expand1: expanding format: #{E:window-status-style}
1736458893.468275 format_expand1: found #{}: E:window-status-style
1736458893.468278 format_replace: modifier 0 is E
1736458893.468281 format_replace: format 'window-status-style' found: default
1736458893.468283 format_expand1: expanding format: default
1736458893.468286 format_expand1: result is: default
1736458893.468288 format_replace: replaced 'E:window-status-style' with 'default'
1736458893.468291 format_expand1: result is: default
1736458893.468295 format_replace: replaced '?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}' with 'default'
1736458893.468299 format_expand1: found #{}: ?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},
1736458893.468303 format_replace: condition is: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1736458893.468308 format_expand1: expanding format: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1736458893.468311 format_expand1: found #{}: &&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}
1736458893.468317 format_replace: modifier 0 is &&
1736458893.468320 format_expand1: expanding format: #{window_last_flag}
1736458893.468322 format_expand1: found #{}: window_last_flag
1736458893.468327 format_replace: format 'window_last_flag' found: 0
1736458893.468330 format_replace: replaced 'window_last_flag' with '0'
1736458893.468332 format_expand1: result is: 0
1736458893.468335 format_expand1: expanding format: #{!=:#{E:window-status-last-style},default}
1736458893.468338 format_expand1: found #{}: !=:#{E:window-status-last-style},default
1736458893.468340 format_replace: modifier 0 is !=
1736458893.468343 format_expand1: expanding format: #{E:window-status-last-style}
1736458893.468346 format_expand1: found #{}: E:window-status-last-style
1736458893.468349 format_replace: modifier 0 is E
1736458893.468352 format_replace: format 'window-status-last-style' found: default
1736458893.468355 format_expand1: expanding format: default
1736458893.468357 format_expand1: result is: default
1736458893.468360 format_replace: replaced 'E:window-status-last-style' with 'default'
1736458893.468363 format_expand1: result is: default
1736458893.468365 format_expand1: expanding format: default
1736458893.468367 format_expand1: result is: default
1736458893.468370 format_replace: compare != left is: default
1736458893.468372 format_replace: compare != right is: default
1736458893.468375 format_replace: replaced '!=:#{E:window-status-last-style},default' with '0'
1736458893.468378 format_expand1: result is: 0
1736458893.468380 format_replace: compare && left is: 0
1736458893.468382 format_replace: compare && right is: 0
1736458893.468386 format_replace: replaced '&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}' with '0'
1736458893.468388 format_expand1: result is: 0
1736458893.468391 format_replace: condition '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}' is false
1736458893.468395 format_replace: replaced '?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},' with ''
1736458893.468404 format_expand1: found #{}: ?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1736458893.468408 format_replace: condition is: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1736458893.468413 format_expand1: expanding format: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1736458893.468416 format_expand1: found #{}: &&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}
1736458893.468419 format_replace: modifier 0 is &&
1736458893.468421 format_expand1: expanding format: #{window_bell_flag}
1736458893.468424 format_expand1: found #{}: window_bell_flag
1736458893.468428 format_replace: format 'window_bell_flag' found: 0
1736458893.468431 format_replace: replaced 'window_bell_flag' with '0'
1736458893.468433 format_expand1: result is: 0
1736458893.468436 format_expand1: expanding format: #{!=:#{E:window-status-bell-style},default}
1736458893.468439 format_expand1: found #{}: !=:#{E:window-status-bell-style},default
1736458893.468441 format_replace: modifier 0 is !=
1736458893.468444 format_expand1: expanding format: #{E:window-status-bell-style}
1736458893.468447 format_expand1: found #{}: E:window-status-bell-style
1736458893.468449 format_replace: modifier 0 is E
1736458893.468453 format_replace: format 'window-status-bell-style' found: reverse
1736458893.468455 format_expand1: expanding format: reverse
1736458893.468457 format_expand1: result is: reverse
1736458893.468460 format_replace: replaced 'E:window-status-bell-style' with 'reverse'
1736458893.468462 format_expand1: result is: reverse
1736458893.468465 format_expand1: expanding format: default
1736458893.468467 format_expand1: result is: default
1736458893.468470 format_replace: compare != left is: reverse
1736458893.468475 format_replace: compare != right is: default
1736458893.468478 format_replace: replaced '!=:#{E:window-status-bell-style},default' with '1'
1736458893.468480 format_expand1: result is: 1
1736458893.468483 format_replace: compare && left is: 0
1736458893.468485 format_replace: compare && right is: 1
1736458893.468488 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1736458893.468491 format_expand1: result is: 0
1736458893.468494 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1736458893.468498 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1736458893.468503 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1736458893.468507 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1736458893.468512 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1736458893.468516 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1736458893.468519 format_replace: modifier 0 is &&
1736458893.468522 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1736458893.468525 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1736458893.468528 format_replace: modifier 0 is ||
1736458893.468531 format_expand1: expanding format: #{window_activity_flag}
1736458893.468533 format_expand1: found #{}: window_activity_flag
1736458893.468538 format_replace: format 'window_activity_flag' found: 0
1736458893.468540 format_replace: replaced 'window_activity_flag' with '0'
1736458893.468543 format_expand1: result is: 0
1736458893.468545 format_expand1: expanding format: #{window_silence_flag}
1736458893.468548 format_expand1: found #{}: window_silence_flag
1736458893.468553 format_replace: format 'window_silence_flag' found: 0
1736458893.468555 format_replace: replaced 'window_silence_flag' with '0'
1736458893.468558 format_expand1: result is: 0
1736458893.468560 format_replace: compare || left is: 0
1736458893.468563 format_replace: compare || right is: 0
1736458893.468566 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1736458893.468568 format_expand1: result is: 0
1736458893.468571 format_expand1: expanding format: #{!=:#{E:window-status-activity-style},default}
1736458893.468574 format_expand1: found #{}: !=:#{E:window-status-activity-style},default
1736458893.468576 format_replace: modifier 0 is !=
1736458893.468579 format_expand1: expanding format: #{E:window-status-activity-style}
1736458893.468582 format_expand1: found #{}: E:window-status-activity-style
1736458893.468584 format_replace: modifier 0 is E
1736458893.468588 format_replace: format 'window-status-activity-style' found: reverse
1736458893.468590 format_expand1: expanding format: reverse
1736458893.468593 format_expand1: result is: reverse
1736458893.468595 format_replace: replaced 'E:window-status-activity-style' with 'reverse'
1736458893.468598 format_expand1: result is: reverse
1736458893.468600 format_expand1: expanding format: default
1736458893.468603 format_expand1: result is: default
1736458893.468605 format_replace: compare != left is: reverse
1736458893.468608 format_replace: compare != right is: default
1736458893.468611 format_replace: replaced '!=:#{E:window-status-activity-style},default' with '1'
1736458893.468613 format_expand1: result is: 1
1736458893.468615 format_replace: compare && left is: 0
1736458893.468618 format_replace: compare && right is: 1
1736458893.468621 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1736458893.468627 format_expand1: result is: 0
1736458893.468631 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1736458893.468635 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1736458893.468638 format_expand1: result is: 
1736458893.468645 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1736458893.468649 format_expand1: found #*1[
1736458893.468651 format_expand1: found #{}: T:window-status-current-format
1736458893.468654 format_replace: modifier 0 is T
1736458893.468658 format_replace: format 'window-status-current-format' found: #I:#W#{?window_flags,#{window_flags}, }
1736458893.468661 format_expand1: expanding format: #I:#W#{?window_flags,#{window_flags}, }
1736458893.468663 format_expand1: found #I: window_index
1736458893.468668 format_replace: format 'window_index' found: 0
1736458893.468670 format_replace: replaced 'window_index' with '0'
1736458893.468673 format_expand1: found #W: window_name
1736458893.468677 format_replace: format 'window_name' found: bash
1736458893.468679 format_replace: replaced 'window_name' with 'bash'
1736458893.468682 format_expand1: found #{}: ?window_flags,#{window_flags}, 
1736458893.468685 format_replace: condition is: window_flags
1736458893.468689 format_replace: condition 'window_flags' found: *
1736458893.468691 format_replace: condition 'window_flags' is true
1736458893.468694 format_expand1: expanding format: #{window_flags}
1736458893.468697 format_expand1: found #{}: window_flags
1736458893.468701 format_replace: format 'window_flags' found: *
1736458893.468704 format_replace: replaced 'window_flags' with '*'
1736458893.468707 format_expand1: result is: *
1736458893.468709 format_replace: replaced '?window_flags,#{window_flags}, ' with '*'
1736458893.468712 format_expand1: result is: 0:bash*
1736458893.468715 format_replace: replaced 'T:window-status-current-format' with '0:bash*'
1736458893.468717 format_expand1: found #*1[
1736458893.468720 format_expand1: found #*1[
1736458893.468723 format_expand1: found #{}: ?window_end_flag,,#{window-status-separator}
1736458893.468726 format_replace: condition is: window_end_flag
1736458893.468730 format_replace: condition 'window_end_flag' found: 1
1736458893.468732 format_replace: condition 'window_end_flag' is true
1736458893.468735 format_replace: replaced '?window_end_flag,,#{window-status-separator}' with ''
1736458893.468739 format_expand1: result is: #[range=window|0 list=focus default]#[push-default]0:bash*#[pop-default]#[norange list=on default]
1736458893.468742 unref client 0x632616d4dc40 (3 references)
1736458893.468771 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}' with '#[range=window|0 list=focus default]#[push-default]0:bash*#[pop-default]#[norange list=on default]'
1736458893.468780 format_expand1: found #*1[
1736458893.468783 format_expand1: found #{}: E:status-right-style
1736458893.468785 format_replace: modifier 0 is E
1736458893.468790 format_replace: format 'status-right-style' found: default
1736458893.468792 format_expand1: expanding format: default
1736458893.468795 format_expand1: result is: default
1736458893.468797 format_replace: replaced 'E:status-right-style' with 'default'
1736458893.468800 format_expand1: found #*1[
1736458893.468803 format_expand1: found #{}: T;=/#{status-right-length}:status-right
1736458893.468806 format_expand1: expanding format: #{status-right-length}
1736458893.468809 format_expand1: found #{}: status-right-length
1736458893.468813 format_replace: format 'status-right-length' found: 40
1736458893.468816 format_replace: replaced 'status-right-length' with '40'
1736458893.468818 format_expand1: result is: 40
1736458893.468821 format_replace: modifier 0 is T
1736458893.468823 format_replace: modifier 1 is =
1736458893.468826 format_replace: modifier 1 argument 0: 40
1736458893.468831 format_replace: format 'status-right' found: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1736458893.468835 format_expand1: expanding format: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1736458893.468840 format_expand1: after time expanded: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" 21:41 09-Jan-25
1736458893.468844 format_expand1: found #{}: ?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,
1736458893.468846 format_replace: condition is: window_bigger
1736458893.468851 format_replace: condition 'window_bigger' found: 0
1736458893.468854 format_replace: condition 'window_bigger' is false
1736458893.468857 format_replace: replaced '?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,' with ''
1736458893.468860 format_expand1: found #{}: =21:pane_title
1736458893.468863 format_expand1: expanding format: 21
1736458893.468865 format_expand1: result is: 21
1736458893.468868 format_replace: modifier 0 is =
1736458893.468870 format_replace: modifier 0 argument 0: 21
1736458893.468875 format_replace: format 'pane_title' found: scc-300-24-wake
1736458893.468878 format_replace: applied length limit 21: scc-300-24-wake
1736458893.468881 format_replace: replaced '=21:pane_title' with 'scc-300-24-wake'
1736458893.468884 format_expand1: result is: "scc-300-24-wake" 21:41 09-Jan-25
1736458893.468887 format_replace: applied length limit 40: "scc-300-24-wake" 21:41 09-Jan-25
1736458893.468890 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '"scc-300-24-wake" 21:41 09-Jan-25'
1736458893.468893 format_expand1: found #*1[
1736458893.468896 format_expand1: found #*1[
1736458893.468919 format_expand1: result is: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|0 list=focus default]#[push-default]0:bash*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"scc-300-24-wake" 21:41 09-Jan-25#[pop-default]#[norange default]
1736458893.468925 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1736458893.468928 unref client 0x632616d4dc40 (2 references)
1736458893.468931 status_redraw exit: force=0, changed=0
1736458893.468935 screen_redraw_set_context: /dev/pts/0 @0 ox=0 oy=0 sx=204 sy=42 1/0
1736458893.468938 /dev/pts/0: \033[?25l
1736458893.468941 /dev/pts/0: current mode CURSOR,WRAP
1736458893.468943 /dev/pts/0: setting mode WRAP
1736458893.468945 /dev/pts/0: redrawing borders
1736458893.468948 screen_redraw_draw_borders: /dev/pts/0 @0
1736458893.469062 /dev/pts/0: redrawing panes
1736458893.469064 screen_redraw_draw_panes: /dev/pts/0 @0
1736458893.469067 screen_redraw_draw_pane: /dev/pts/0 @0 %0
1736458893.469070 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,0 at 0,0, width 204
1736458893.469073 tty_draw_line: px=0 py=0 nx=204 atx=0 aty=0
1736458893.469075 tty_draw_line: defaults: fg=8, bg=8
1736458893.469078 tty_draw_line: 204 to end of line (0 cleared)
1736458893.469081 tty_clear_line: /dev/pts/0, 204 at 0,0
1736458893.469083 /dev/pts/0: \033[K
